id_pokedex,type,type_two,name,height,weight,category,ability,ability_two,weakness,weakness_two,description,HP,Attack,Defense,Special_Attack,Special_Defense,Speed
479,Electric,Ghost,Rotom,0.3,0.3,Plasma,Levitate,,Ghost,Dark,"Research continues on this Pokémon, which couldbe the power source of a unique motor.",3,3,5,6,5,6
480,Psychic,,Uxie,0.3,0.3,Knowledge,Levitate,,Bug,Dark,Known as “The Being of Knowledge.” It is said thatit can wipe out the memory of those who seeits eyes.,5,5,8,5,8,6
481,Psychic,,Mesprit,0.3,0.3,Emotion,Levitate,,Bug,Dark,"Known as “The Being of Emotion.” It taughthumans the nobility of sorrow, pain, and joy.",5,7,7,7,7,5
482,Psychic,,Azelf,0.3,0.3,Willpower,Levitate,,Bug,Dark,Known as “The Being of Willpower.” It sleeps at thebottom of a lake to keep the world in balance.,5,8,5,8,5,7
483,Steel,Dragon,Dialga,5.4,683.0,Temporal,Pressure,,Fighting,Ground,A Pokémon spoken of in legend. It is said that timebegan moving when Dialga was born.,6,8,8,9,6,6
484,Water,Dragon,Palkia,4.2,336.0,Spatial,Pressure,,Dragon,Fairy,It is said to live in a gap in the spatial dimensionparallel to ours. It appears in mythology.,6,8,6,9,8,6
485,Fire,Steel,Heatran,1.7,430.0,Lava Dome,Flash Fire,,Ground,Fighting,It dwells in volcanic caves. It digs in with itscross-shaped feet to crawl on ceilings and walls.,6,6,7,8,7,5
486,Normal,,Regigigas,3.7,420.0,Colossal,Slow Start,,Fighting,,"It is said to have made Pokémon that look likeitself from a special ice mountain, rocks,and magma.",7,10,7,5,7,6
487,Ghost,Dragon,Giratina,4.5,750.0,Renegade,Pressure,,Dark,Dragon,"This Pokémon is said to live in a world on thereverse side of ours, where common knowledge isdistorted and strange.",9,6,8,6,8,6
488,Psychic,,Cresselia,1.5,85.6,Lunar,Levitate,,Bug,Dark,Shiny particles are released from its wings like aveil. It is said to represent the crescent moon.,8,5,8,5,8,5
489,Water,,Phione,0.4,3.1,Sea Drifter,Hydration,,Electric,Grass,"When the water warms, they inflate the flotation sacon their heads and drift languidly on the seain packs.",5,5,5,5,5,5
490,Water,,Manaphy,0.3,1.4,Seafaring,Hydration,,Electric,Grass,It is born with a wondrous power that lets it bondwith any kind of Pokémon.,6,6,6,6,6,6
491,Dark,,Darkrai,1.5,50.5,Pitch-Black,Bad Dreams,,Fighting,Bug,"It chases people and Pokémon from its territory bycausing them to experience deep,nightmarish slumbers.",5,6,6,8,6,8
492,Grass,,Shaymin,0.2,2.1,Gratitude,Natural Cure,,Bug,Fire,It can dissolve toxins in the air to instantlytransform ruined land into a lush field of flowers.,6,6,6,6,6,6
493,Normal,,Arceus,3.2,320.0,Alpha,Multitype,,Fighting,Psychic,"According to the legends of Sinnoh, this Pokémonemerged from an egg and shaped all there is inthis world.",8,8,8,8,8,8
494,Psychic,Fire,Victini,0.4,4.0,Victory,Victory Star,,Water,Ground,"This Pokémon brings victory. It is said that Trainerswith Victini always win, regardless of the typeof encounter.",6,6,6,6,6,6
495,Grass,,Snivy,0.6,8.1,Grass Snake,Overgrow,,Fire,Ice,Being exposed to sunlight makes its movementsswifter. It uses vines more adeptly than its hands.,3,3,4,3,4,4
496,Grass,,Servine,0.8,16.0,Grass Snake,Overgrow,,Fire,Ice,"It moves along the ground as if sliding. Its swiftmovements befuddle its foes, and it then attackswith a vine whip.",4,4,5,4,5,5
497,Grass,,Serperior,3.3,63.0,Regal,Overgrow,,Fire,Ice,It only gives its all against strong opponents whoare not fazed by the glare from Serperiorsnoble eyes.,5,5,6,5,6,7
498,Fire,,Tepig,0.5,9.9,Fire Pig,Blaze,,Water,Ground,It can deftly dodge its foes attacks while shootingfireballs from its nose. It roasts berries before iteats them.,4,4,3,3,3,3
499,Fire,Fighting,Pignite,1.0,55.5,Fire Pig,Blaze,,Water,Ground,"The more it eats, the more fuel it has to make thefire in its stomach stronger. This fills it with evenmore power.",6,6,4,5,4,4
500,Fire,Fighting,Emboar,1.6,150.0,Mega Fire Pig,Blaze,,Water,Ground,It can throw a fire punch by setting its fists on firewith its fiery chin. It cares deeply about its friends.,7,8,4,6,4,4
501,Water,,Oshawott,0.5,5.9,Sea Otter,Torrent,,Grass,Electric,The scalchop on its stomach isnt just used forbattle—it can be used to break open hard berriesas well.,4,4,3,4,3,3
502,Water,,Dewott,0.8,24.5,Discipline,Torrent,,Grass,Electric,Strict training is how it learns its flowingdouble-scalchop technique.,5,5,4,5,4,4
503,Water,,Samurott,1.5,94.6,Formidable,Torrent,,Grass,Electric,"In the time it takes a foe to blink, it can draw andsheathe the seamitars attached to its front legs.",6,6,5,7,5,5
504,Normal,,Patrat,0.5,11.6,Scout,Keen Eye,Run Away,Fighting,,"Using food stored in cheek pouches, they can keepwatch for days. They use their tails to communicatewith others.",3,4,3,3,3,3
505,Normal,,Watchog,1.1,27.0,Lookout,Keen Eye,Illuminate,Fighting,,"Using luminescent matter, it makes its eyes andbody glow and stuns attacking opponents.",4,5,5,4,5,5
506,Normal,,Lillipup,0.4,4.1,Puppy,Pickup,Vital Spirit,Fighting,,The long hair around its face provides an amazingradar that lets it sense subtle changes inits surroundings.,3,4,3,2,3,4
507,Normal,,Herdier,0.9,14.7,Loyal Dog,Intimidate,Sand Rush,Fighting,,"This very loyal Pokémon helps Trainers, and it alsotakes care of other Pokémon.",4,5,4,3,4,4
508,Normal,,Stoutland,1.2,61.0,Big-Hearted,Intimidate,Sand Rush,Fighting,,It rescues people stranded by blizzards in themountains. Its shaggy fur shields it from the cold.,5,7,6,3,6,5
509,Dark,,Purrloin,0.4,10.1,Devious,Limber,Unburden,Fighting,Bug,"Its cute act is a ruse. When victims let down theirguard, they find their items taken. It attacks withsharp claws.",3,3,3,3,3,4
510,Dark,,Liepard,1.1,37.5,Cruel,Limber,Unburden,Fighting,Bug,Their beautiful form comes from the muscles theyhave developed. They run silently in the night.,4,6,3,6,3,7
511,Grass,,Pansage,0.6,10.5,Grass Monkey,Gluttony,,Fire,Ice,It shares the leaf on its head with weary-lookingPokémon. These leaves are known to relieve stress.,3,4,3,4,3,4
512,Grass,,Simisage,1.1,30.5,Thorn Monkey,Gluttony,,Fire,Ice,It attacks enemies with strikes of its thorn-coveredtail. This Pokémon is wild tempered.,5,6,4,6,4,6
513,Fire,,Pansear,0.6,11.0,High Temp,Gluttony,,Water,Ground,"Very intelligent, it roasts berries before eating them.It likes to help people.",3,4,3,4,3,4
514,Fire,,Simisear,1.0,28.0,Ember,Gluttony,,Water,Ground,A flame burns inside its body. It scatters embersfrom its head and tail to sear its opponents.,5,6,4,6,4,6
515,Water,,Panpour,0.6,13.5,Spray,Gluttony,,Grass,Electric,The water stored inside the tuft on its head is fullof nutrients. It waters plants with it using its tail.,3,4,3,4,3,4
516,Water,,Simipour,1.0,29.0,Geyser,Gluttony,,Grass,Electric,"The high-pressure water expelled from its tail is sopowerful, it can destroy a concrete wall.",5,6,4,6,4,6
517,Psychic,,Munna,0.6,23.3,Dream Eater,Synchronize,Forewarn,Bug,Ghost,This Pokémon appears before people and Pokémonwho are having nightmares and eats those dreams.,5,2,3,4,4,2
518,Psychic,,Musharna,1.1,60.5,Drowsing,Synchronize,Forewarn,Bug,Ghost,The mist emanating from their foreheads is packedwith the dreams of people and Pokémon.,7,4,5,7,6,2
519,Normal,Flying,Pidove,0.3,2.1,Tiny Pigeon,Super Luck,Big Pecks,Electric,Ice,This very forgetful Pokémon will wait for a neworder from its Trainer even though it alreadyhas one.,3,4,3,3,2,3
520,Normal,Flying,Tranquill,0.6,15.0,Wild Pigeon,Super Luck,Big Pecks,Electric,Ice,"Many people believe that, deep in the forest whereTranquill live, there is a peaceful place where thereis no war.",4,5,4,3,3,4
521,Normal,Flying,Unfezant,1.2,29.0,Proud,Super Luck,Big Pecks,Electric,Ice,Males swing their head plumage to threatenopponents. The females flying abilities surpassthose of the males.,5,7,5,4,4,6
522,Electric,,Blitzle,0.8,29.8,Electrified,Lightning Rod,Motor Drive,Ground,,"When thunderclouds cover the sky, it will appear.It can catch lightning with its mane and storethe electricity.",3,4,2,3,2,5
523,Electric,,Zebstrika,1.6,79.5,Thunderbolt,Lightning Rod,Motor Drive,Ground,,"When this ill-tempered Pokémon runs wild, itshoots lightning from its mane in all directions.",5,6,4,5,4,7
524,Rock,,Roggenrola,0.4,18.0,Mantle,Sturdy,,Water,Grass,"Its ear is hexagonal in shape. Compressedunderground, its body is as hard as steel.",4,5,5,2,2,1
525,Rock,,Boldore,0.9,102.0,Ore,Sturdy,,Water,Grass,"Because its energy was too great to be contained,the energy leaked and formed orange crystals.",5,7,7,3,3,2
526,Rock,,Gigalith,1.7,260.0,Compressed,Sturdy,,Water,Grass,The solar rays it absorbs are processed in itsenergy core and fired as a ball of light.,5,8,8,4,5,2
527,Psychic,Flying,Woobat,0.4,2.1,Bat,Unaware,Klutz,Electric,Ice,Its habitat is dark forests and caves. It emitsultrasonic waves from its nose to learn aboutits surroundings.,4,3,3,4,3,5
528,Psychic,Flying,Swoobat,0.9,10.5,Courting,Unaware,Klutz,Electric,Ice,It shakes its tail vigorously when it emits ultrasonicwaves strong enough to reduce concrete to rubble.,4,4,4,5,4,7
529,Ground,,Drilbur,0.3,8.5,Mole,Sand Rush,Sand Force,Water,Grass,It makes its way swiftly through the soil by puttingboth claws together and rotating at high speed.,4,5,3,2,3,4
530,Ground,Steel,Excadrill,0.7,40.4,Subterrene,Sand Rush,Sand Force,Fire,Water,It can help in tunnel construction. Its drill hasevolved into steel strong enough to bore throughiron plates.,7,8,4,3,4,6
531,Normal,,Audino,1.1,31.0,Hearing,Healer,,Fighting,Steel,"Using the feelers on its ears, it can tell howsomeone is feeling or when an egg might hatch.",7,4,6,4,6,3
532,Fighting,,Timburr,0.6,12.5,Muscular,Guts,Sheer Force,Flying,Psychic,These Pokémon appear at building sites and helpout with construction. They always carrysquared logs.,5,5,4,2,3,3
533,Fighting,,Gurdurr,1.2,40.0,Muscular,Guts,Sheer Force,Flying,Psychic,"With strengthened bodies, they skillfully wield steelbeams to take down buildings.",5,7,5,3,3,3
534,Fighting,,Conkeldurr,1.4,87.0,Muscular,Guts,Sheer Force,Flying,Psychic,"It is thought that Conkeldurr taught humans how tomake concrete more than 2,000 years ago.",7,9,6,4,4,3
535,Water,,Tympole,0.5,4.5,Tadpole,Hydration,Swift Swim,Grass,Electric,"By vibrating its cheeks, it emits sound wavesimperceptible to humans and warns othersof danger.",3,3,3,3,3,4
536,Water,Ground,Palpitoad,0.8,17.0,Vibration,Hydration,Swift Swim,Grass,,"When they vibrate the bumps on their heads, theycan make waves in water or earthquake-likevibrations on land.",5,4,4,4,4,5
537,Water,Ground,Seismitoad,1.5,62.0,Vibration,Swift Swim,Poison Touch,Grass,,It increases the power of its punches by vibratingthe bumps on its fists. It can turn a boulder torubble with one punch.,7,6,5,5,5,5
538,Fighting,,Throh,1.3,55.5,Judo,Guts,Inner Focus,Flying,Psychic,"When it tightens its belt, it becomes stronger. WildThroh use vines to weave their own belts.",8,6,5,2,5,3
539,Fighting,,Sawk,1.4,51.0,Karate,Inner Focus,Sturdy,Flying,Psychic,"Desiring the strongest karate chop, they secludethemselves in mountains and train without sleeping.",5,8,5,2,5,5
540,Bug,Grass,Sewaddle,0.3,2.5,Sewing,Swarm,Chlorophyll,Fire,Flying,This Pokémon makes clothes for itself. It chews upleaves and sews them with sticky thread extrudedfrom its mouth.,3,4,5,3,4,3
541,Bug,Grass,Swadloon,0.5,7.3,Leaf-Wrapped,Chlorophyll,Leaf Guard,Fire,Flying,Forests where Swadloon live have superb foliagebecause the nutrients they make from fallen leavesnourish the plant life.,4,4,6,3,5,3
542,Bug,Grass,Leavanny,1.2,20.5,Nurturing,Swarm,Chlorophyll,Fire,Flying,"Upon finding a small Pokémon, it weaves clothingfor it from leaves by using the sticky silk secretedfrom its mouth.",5,7,5,5,5,6
543,Bug,Poison,Venipede,0.4,5.3,Centipede,Swarm,Poison Point,Fire,Flying,It discovers what is going on around it by using thefeelers on its head and tail. It is brutally aggressive.,2,3,4,2,3,4
544,Bug,Poison,Whirlipede,1.2,58.5,Curlipede,Swarm,Poison Point,Fire,Flying,"Protected by a hard shell, it spins its body like awheel and crashes furiously into its enemies.",3,4,6,3,5,3
545,Bug,Poison,Scolipede,2.5,200.5,Megapede,Swarm,Poison Point,Fire,Flying,It clasps its prey with the claws on its neck until itstops moving. Then it finishes it off withdeadly poison.,4,6,6,4,5,7
546,Grass,Fairy,Cottonee,0.3,0.6,Cotton Puff,Prankster,Infiltrator,Fire,Ice,"When attacked, it escapes by shooting cotton fromits body. The cotton serves as a decoy to distractthe attacker.",3,2,4,3,3,4
547,Grass,Fairy,Whimsicott,0.7,6.6,Windveiled,Prankster,Infiltrator,Fire,Ice,"They appear along with whirlwinds. They pullpranks, such as moving furniture and leaving ballsof cotton in homes.",4,4,5,5,5,7
548,Grass,,Petilil,0.5,6.6,Bulb,Chlorophyll,Own Tempo,Fire,Ice,The leaves on its head are very bitter. Eating oneof these leaves is known to refresh a tired body.,3,3,3,5,3,2
549,Grass,,Lilligant,1.1,16.3,Flowering,Chlorophyll,Own Tempo,Fire,Ice,The fragrance of the garland on its head has arelaxing effect. It withers if a Trainer does not takegood care of it.,5,4,5,7,5,6
550,Water,,Basculin,1.0,18.0,Hostile,Reckless,,Grass,Electric,Red- and blue-striped Basculin are very violent andalways fighting. They are also remarkably tasty.,5,6,4,5,4,6
551,Ground,Dark,Sandile,0.7,15.2,Desert Croc,Intimidate,Moxie,Water,Grass,"It moves along below the sands surface, exceptfor its nose and eyes. A dark membrane shields itseyes from the sun.",3,5,3,3,3,4
552,Ground,Dark,Krokorok,1.0,33.4,Desert Croc,Intimidate,Moxie,Water,Grass,They live in groups of a few individuals. Protectivemembranes shield their eyes from sandstorms.,4,5,3,3,3,5
553,Ground,Dark,Krookodile,1.5,96.3,Intimidation,Intimidate,Moxie,Water,Grass,"Very violent Pokémon, they try to clamp down onanything that moves in front of their eyes.",6,7,5,4,5,6
554,Fire,,Darumaka,0.6,37.5,Zen Charm,Hustle,,Water,Ground,"Darumakas droppings are hot, so people used toput them in their clothes to keep themselves warm.",5,6,3,1,3,3
555,Fire,,Darmanitan,1.3,92.9,Blazing,Sheer Force,,Water,Ground,"When one is injured in a fierce battle, it hardensinto a stone-like form. Then it meditates andsharpens its mind.",7,9,4,2,4,6
556,Grass,,Maractus,1.0,28.0,Cactus,Chlorophyll,Water Absorb,Fire,Ice,It uses an up-tempo song and dance to drive awaythe bird Pokémon that prey on its flower seeds.,5,6,4,7,4,4
557,Bug,Rock,Dwebble,0.3,14.5,Rock Inn,Sturdy,Shell Armor,Water,Rock,"It makes a hole in a suitable rock. If that rockbreaks, the Pokémon remains agitated until itlocates a replacement.",3,4,5,3,3,4
558,Bug,Rock,Crustle,1.4,200.0,Stone Home,Sturdy,Shell Armor,Water,Rock,"It possesses legs of enormous strength, enabling itto carry heavy slabs for many days, even whencrossing arid land.",5,7,8,4,5,3
559,Dark,Fighting,Scraggy,0.6,11.8,Shedding,Shed Skin,Moxie,Fighting,Flying,"Its skin has a rubbery elasticity, so it can reducedamage by defensively pulling its skin up toits neck.",3,5,5,3,5,3
560,Dark,Fighting,Scrafty,1.1,30.0,Hoodlum,Shed Skin,Moxie,Fighting,Flying,"It pulls up its shed skin to protect itself whileit kicks. The bigger the crest, the more respectedit is.",4,6,7,3,7,4
561,Psychic,Flying,Sigilyph,1.4,14.0,Avianoid,Magic Guard,Wonder Skin,Electric,Ice,"The guardians of an ancient city, they use theirpsychic power to attack enemies that invadetheir territory.",5,4,5,7,5,6
562,Ghost,,Yamask,0.5,1.5,Spirit,Mummy,,Ghost,Dark,These Pokémon arose from the spirits of peopleinterred in graves. Each retains memories of itsformer life.,3,2,5,4,4,2
563,Ghost,,Cofagrigus,1.7,76.5,Coffin,Mummy,,Ghost,Dark,It has been said that they swallow those who gettoo close and turn them into mummies. They like toeat gold nuggets.,4,3,9,6,7,2
564,Water,Rock,Tirtouga,0.7,16.5,Prototurtle,Sturdy,Solid Rock,Grass,Electric,"About 100 million years ago, these Pokémon swamin oceans. It is thought they also went on land toattack prey.",4,5,7,4,3,2
565,Water,Rock,Carracosta,1.2,81.0,Prototurtle,Sturdy,Solid Rock,Grass,Electric,They can live both in the ocean and on land. A slapfrom one of them is enough to open a hole in thebottom of a tanker.,5,7,8,5,4,2
566,Rock,Flying,Archen,0.5,9.5,First Bird,Defeatist,,Water,Electric,"Revived from a fossil, this Pokémon is thought tobe the ancestor of all bird Pokémon.",4,7,3,5,3,5
567,Rock,Flying,Archeops,1.4,32.0,First Bird,Defeatist,,Water,Electric,"They are intelligent and will cooperate to catchprey. From the ground, they use a running start totake flight.",5,9,4,7,4,7
568,Poison,,Trubbish,0.6,31.0,Trash Bag,Stench,Sticky Hold,Ground,Psychic,The combination of garbage bags and industrialwaste caused the chemical reaction that createdthis Pokémon.,3,3,4,3,4,4
569,Poison,,Garbodor,1.9,107.3,Trash Heap,Stench,Weak Armor,Ground,Psychic,It clenches opponents with its left arm and finishesthem off with foul-smelling poison gas belched fromits mouth.,5,6,5,4,5,5
570,Dark,,Zorua,0.7,12.5,Tricky Fox,Illusion,,Fighting,Bug,"It changes so it looks just like its foe, tricks it, andthen uses that opportunity to flee.",3,4,3,5,3,4
571,Dark,,Zoroark,1.6,81.1,Illusion Fox,Illusion,,Fighting,Bug,Each has the ability to fool a large group of peoplesimultaneously. They protect their lair withillusory scenery.,4,7,4,8,4,7
572,Normal,,Minccino,0.4,5.8,Chinchilla,Cute Charm,Technician,Fighting,,Minccino greet each other by grooming one anotherthoroughly with their tails.,4,3,3,3,3,5
573,Normal,,Cinccino,0.5,7.5,Scarf,Cute Charm,Technician,Fighting,,Their white fur feels amazing to touch. Their furrepels dust and prevents static electricity frombuilding up.,5,6,4,4,4,7
574,Psychic,,Gothita,0.4,5.8,Fixation,Frisk,Competitive,Bug,Ghost,Their ribbonlike feelers increase their psychicpower. They are always staring at something.,3,2,3,4,4,3
575,Psychic,,Gothorita,0.7,18.0,Manipulate,Frisk,Competitive,Bug,Ghost,"Starlight is the source of their power. At night,they mark star positions by using psychic powerto float stones.",4,3,5,5,5,4
576,Psychic,,Gothitelle,1.5,44.0,Astral Body,Frisk,Competitive,Bug,Ghost,Starry skies thousands of light-years away arevisible in the space distorted by their intensepsychic power.,5,4,6,6,7,4
577,Psychic,,Solosis,0.3,1.0,Cell,Magic Guard,Overcoat,Bug,Ghost,"Because their bodies are enveloped in a specialliquid, they are fine in any environment, no matterhow severe.",3,2,3,7,3,2
578,Psychic,,Duosion,0.6,8.0,Mitosis,Magic Guard,Overcoat,Bug,Ghost,"Since they have two divided brains, at times theysuddenly try to take two different actions at once.",4,3,3,8,4,2
579,Psychic,,Reuniclus,1.0,20.1,Multiplying,Magic Guard,Overcoat,Bug,Ghost,"They use psychic power to control their arms,which are made of a special liquid. They can crushboulders psychically.",7,4,5,8,5,2
580,Water,Flying,Ducklett,0.5,5.5,Water Bird,Keen Eye,Big Pecks,Electric,Rock,"When attacked, it uses its feathers to splash water,escaping under cover of the spray.",4,3,3,3,3,4
581,Water,Flying,Swanna,1.3,24.2,White Bird,Keen Eye,Big Pecks,Electric,Rock,"Despite their elegant appearance, they can flaptheir wings strongly and fly for thousands of miles.",5,6,4,6,4,6
582,Ice,,Vanillite,0.4,5.7,Fresh Snow,Ice Body,,Fire,Fighting,The temperature of their breath is -58 degreesFahrenheit. They create snow crystals and makesnow fall in the areas around them.,3,3,3,4,4,3
583,Ice,,Vanillish,1.1,41.0,Icy Snow,Ice Body,,Fire,Fighting,"They cool down the surrounding air and create iceparticles, which they use to freeze their foes.",3,4,4,5,5,4
584,Ice,,Vanilluxe,1.3,57.5,Snowstorm,Ice Body,,Fire,Fighting,"If both heads get angry simultaneously, thisPokémon expels a blizzard, burying everythingin snow.",5,6,5,7,6,5
585,Normal,Grass,Deerling,0.6,19.5,Season,Chlorophyll,,Fire,Ice,Their coloring changes according to the seasonsand can be slightly affected by the temperature andhumidity as well.,4,4,3,3,3,5
586,Normal,Grass,Sawsbuck,1.9,92.5,Season,Chlorophyll,,Fire,Ice,They migrate according to the seasons. People cantell the season by looking at Sawsbucks horns.,5,6,5,4,5,6
587,Electric,Flying,Emolga,0.4,5.0,Sky Squirrel,Static,,Ice,Rock,They live on treetops and glide using the inside ofa cape-like membrane while discharging electricity.,4,5,4,5,4,7
588,Bug,,Karrablast,0.5,5.9,Clamping,Shed Skin,Swarm,Fire,Flying,These mysterious Pokémon evolve when theyreceive electrical stimulation while they are in thesame place as Shelmet.,3,5,3,3,3,4
589,Bug,Steel,Escavalier,1.0,33.0,Cavalry,Swarm,Shell Armor,Fire,,"Wearing the shell covering they stole from Shelmet,they defend themselves and attack with two lances.",5,8,7,4,7,2
590,Grass,Poison,Foongus,0.2,1.0,Mushroom,Effect Spore,,Fire,Ice,"It lures people in with its Poké Ball pattern, thenreleases poison spores. Why it resembles aPoké Ball is unknown.",5,4,3,4,4,1
591,Grass,Poison,Amoonguss,0.6,10.5,Mushroom,Effect Spore,,Fire,Ice,"They show off their Poké Ball caps to lure prey,but very few Pokémon are fooled by this.",7,5,5,5,5,2
592,Water,Ghost,Frillish,1.2,33.0,Floating,Water Absorb,Cursed Body,Grass,Electric,"They paralyze prey with poison, then drag themdown to their lairs, five miles below the surface.",4,3,3,4,5,3
593,Water,Ghost,Jellicent,2.2,135.0,Floating,Water Absorb,Cursed Body,Grass,Electric,Its body is mostly seawater. Its said theres acastle of ships Jellicent have sunk on the seafloor.,6,4,5,5,7,4
594,Water,,Alomomola,1.2,31.6,Caring,Hydration,Healer,Grass,Electric,"Floating in the open sea is how they live.When they find a wounded Pokémon,they embrace it and bring it to shore.",10,5,5,3,3,4
595,Bug,Electric,Joltik,0.1,0.6,Attaching,Compound Eyes,Unnerve,Fire,Rock,"Since it cant generate its own electricity, it sticksonto large-bodied Pokémon and absorbsstatic electricity.",3,3,3,4,3,4
596,Bug,Electric,Galvantula,0.8,14.3,EleSpider,Compound Eyes,Unnerve,Fire,Rock,"They employ an electrically charged web to traptheir prey. While it is immobilized by shock,they leisurely consume it.",5,5,4,6,4,7
597,Grass,Steel,Ferroseed,0.6,18.8,Thorn Seed,Iron Barbs,,Fire,Fighting,"When threatened, it attacks by shooting a barrageof spikes, which gives it a chance to escape byrolling away.",3,3,6,2,6,1
598,Grass,Steel,Ferrothorn,1.0,110.0,Thorn Pod,Iron Barbs,,Fire,Fighting,"By swinging around its three spiky feelers andshooting spikes, it can obliterate an opponent.",5,6,8,4,7,2
599,Steel,,Klink,0.3,21.0,Gear,Plus,Minus,Fire,Fighting,Interlocking two bodies and spinning aroundgenerates the energy they need to live.,3,4,5,3,4,2
600,Steel,,Klang,0.6,51.0,Gear,Plus,Minus,Fire,Fighting,"By changing the direction in which it rotates,it communicates its feelings to others. When angry,it rotates faster.",4,5,6,5,5,3
601,Steel,,Klinklang,0.6,81.0,Gear,Plus,Minus,Fire,Fighting,The gear with the red core is rotated at high speedfor a rapid energy charge.,4,6,7,5,5,6
602,Electric,,Tynamo,0.2,0.3,EleFish,Levitate,,None,,"While one alone doesnt have much power, a chainof many Tynamo can be as powerful as lightning.",3,4,3,3,3,4
603,Electric,,Eelektrik,1.2,22.0,EleFish,Levitate,,None,,It wraps itself around its prey and paralyzes it withelectricity from the round spots on its sides.Then it chomps.,4,5,5,5,5,3
604,Electric,,Eelektross,2.1,80.5,EleFish,Levitate,,None,,"With their sucker mouths, they suck in prey.Then they use their fangs to shock the preywith electricity.",5,7,5,7,5,3
605,Psychic,,Elgyem,0.5,9.0,Cerebral,Synchronize,Telepathy,Bug,Ghost,"It uses its strong psychic power to squeeze itsopponents brain, causing unendurable headaches.",4,4,4,5,4,2
606,Psychic,,Beheeyem,1.0,34.5,Cerebral,Synchronize,Telepathy,Bug,Ghost,"Apparently, it communicates by flashing its threefingers, but those patterns havent been decoded.",5,5,5,8,6,3
607,Ghost,Fire,Litwick,0.3,3.1,Candle,Flash Fire,Flame Body,Water,Ground,"While shining a light and pretending to be a guide,it leeches off the life force of any who follow it.",3,2,4,4,4,2
608,Ghost,Fire,Lampent,0.6,13.0,Lamp,Flash Fire,Flame Body,Water,Ground,The spirits it absorbs fuel its baleful fire. It hangsaround hospitals waiting for people to pass on.,4,3,4,6,4,4
609,Ghost,Fire,Chandelure,1.0,34.3,Luring,Flash Fire,Flame Body,Water,Ground,"Being consumed in Chandelures flame burns upthe spirit, leaving the body behind.",4,4,6,9,6,5
610,Dragon,,Axew,0.6,18.0,Tusk,Rivalry,Mold Breaker,Ice,Dragon,They use their tusks to crush the berries they eat.Repeated regrowth makes their tusks strongand sharp.,3,6,4,2,3,4
611,Dragon,,Fraxure,1.0,36.0,Axe Jaw,Rivalry,Mold Breaker,Ice,Dragon,Their tusks can shatter rocks. Territory battlesbetween Fraxure can be intensely violent.,4,7,5,3,3,4
612,Dragon,,Haxorus,1.8,105.5,Axe Jaw,Rivalry,Mold Breaker,Ice,Dragon,They are kind but can be relentless when defendingterritory. They challenge foes with tusks that cancut steel.,5,9,6,4,5,6
613,Ice,,Cubchoo,0.5,8.5,Chill,Snow Cloak,,Fire,Fighting,Its nose is always running. It sniffs the snot back upbecause the mucus provides the raw material forits moves.,4,5,3,4,3,3
614,Ice,,Beartic,2.6,260.0,Freezing,Snow Cloak,,Fire,Fighting,They love the cold seas of the north. They createpathways across the ocean waters by freezing theirown breath.,6,8,5,5,5,3
615,Ice,,Cryogonal,1.1,148.0,Crystallizing,Levitate,,Fire,Fighting,They are born in snow clouds. They use chainsmade of ice crystals to capture prey.,5,3,3,6,8,7
616,Bug,,Shelmet,0.4,7.7,Snail,Hydration,Shell Armor,Fire,Flying,"When it and Karrablast are together, and bothreceive electrical stimulation, they both evolve.",3,3,5,3,4,2
617,Bug,,Accelgor,0.8,25.3,Shell Out,Hydration,Sticky Hold,Fire,Flying,"Having removed its heavy shell, it becomes verylight and can fight with ninja-like movements.",5,5,3,6,4,9
618,Ground,Electric,Stunfisk,0.7,11.0,Trap,Static,Limber,Water,Grass,"Its skin is very hard, so it is unhurt even if steppedon by sumo wrestlers. It smiles whentransmitting electricity.",7,4,5,5,6,2
619,Fighting,,Mienfoo,0.9,20.0,Martial Arts,Inner Focus,Regenerator,Flying,Psychic,"It takes pride in the speed at which it can usemoves. What it loses in power, it makes up forin quantity.",3,5,3,4,3,4
620,Fighting,,Mienshao,1.4,35.5,Martial Arts,Inner Focus,Regenerator,Flying,Psychic,It wields the fur on its arms like a whip. Its armattacks come with such rapidity that they cannoteven be seen.,4,8,4,6,4,7
621,Dragon,,Druddigon,1.6,139.0,Cave,Rough Skin,Sheer Force,Ice,Dragon,"It races through narrow caves, using its sharp clawsto catch prey. The skin on its face is harder thana rock.",5,8,6,4,6,3
622,Ground,Ghost,Golett,1.0,92.0,Automaton,Iron Fist,Klutz,Water,Grass,"The energy that burns inside it enables it to move,but no one has yet been able to identifythis energy.",4,5,3,3,3,3
623,Ground,Ghost,Golurk,2.8,330.0,Automaton,Iron Fist,Klutz,Water,Grass,It is said that Golurk were ordered to protectpeople and Pokémon by the ancient people whomade them.,6,8,5,4,5,4
624,Dark,Steel,Pawniard,0.5,10.2,Sharp Blade,Inner Focus,Defiant,Fighting,Fire,"Blades comprise this Pokémons entire body.If battling dulls the blades, it sharpens them onstones by the river.",3,5,5,3,3,4
625,Dark,Steel,Bisharp,1.6,70.0,Sword Blade,Inner Focus,Defiant,Fighting,Fire,This pitiless Pokémon commands a group ofPawniard to hound prey into immobility. It thenmoves in to finish the prey off.,4,8,6,4,5,5
