Index,Nome,Formato,Pokemon,Gênero,PC,PS,Atq IV,Def IV,PS IV,IV Médio,Nível Min,Nível Max,Movimento rápido,Movimento de carga,Movimento de carga 2,Data de digitalização,Data Pego,Peso,Altura,Sortudo,Sombras/Purificado,Favorito,Poeira,Class % (G),Class # (G),Prod Estat (G),Custo de Poeira (G),Custo de Doces (G),Nome (G),Formato (G),Som/Pur (G),Class % (U),Class # (U),Prod Estat (U),Custo de Poeira (U),Custo de Doces (U),Nome (U),Formato (U),Som/Pur (U),Marcado para uso PvP
411,Farfetch'd,Galar,83,♂,1435,114,9,8,9,57.8,35.0,35.0,Cortador de Fúria,Pássaro Bravo,,"2021-11-17 09:14",17/6/2020,58.56kg,0.92m,0,0,0,8000,41.29%,2405,94.65%,41000,52,Farfetch'd,Galar,0,67.69%,1324,88.08%,338000,118,Farfetch'd,Galar,0,
412,Kricketune,,402,♀,1435,148,13,13,15,91.1,32.0,32.0,Ira de Inseto,Zumbido de Inseto,,"2021-11-17 09:14",,11.73kg,0.67m,0,0,0,6000,50.40%,2032,94.81%,33000,36,Kricketune,,0,99.24%,32,97.14%,378000,162,Kricketune,,0,
413,Kricketune,,402,♀,1435,148,13,13,15,91.1,32.0,32.0,Ira de Inseto,Zumbido de Inseto,,"2021-11-17 09:14",17/10/2018,11.73kg,0.69m,0,0,0,6000,50.40%,2032,94.81%,33000,36,Kricketune,,0,99.24%,32,97.14%,378000,162,Kricketune,,0,
414,Furret,,162,♂,1451,152,15,8,10,73.3,30.0,30.0,Ataque Rápido,Cavar,,"2021-11-17 09:11",28/10/2018,23.42kg,1.53m,0,0,0,5000,20.61%,3252,93.52%,22000,20,Furret,,0,88.33%,479,92.87%,400000,182,Furret,,0,
415,Snorlax,,143,♀,1456,181,,,,85.6,16.0,16.0,,,,"2021-11-17 09:11",,254.17kg,1.74m,0,0,0,1900,5.74%,3781,92.06%,0,0,Snorlax,,0,14.59%,3317,94.30%,64600,58,Snorlax,,0,
416,Graveler,Normal,75,♂,1468,113,5,6,9,44.4,30.0,30.0,Lançamento de Rocha,,,"2021-11-17 09:11",25/5/2020,80.58kg,0.94m,0,0,0,5000,68.06%,1309,95.87%,10000,8,Graveler,Normal,0,58.56%,1698,96.25%,48000,148,Golem,Normal,0,
417,Cranidos,,408,♂,1484,127,11,11,6,62.2,31.0,31.0,Cabeçada Zen,,,"2021-11-17 09:07",7/1/2020,47.93kg,1.04m,0,0,0,6000,62.56%,1534,95.24%,6000,6,Cranidos,,0,75.53%,1003,89.40%,390000,174,Cranidos,,0,
418,Claydol,,344,,1489,116,14,11,13,84.4,27.0,27.0,Extrassensorial,Terremoto,,"2021-11-17 09:06",6/9/2018,145.25kg,1.71m,0,0,0,4500,33.89%,2708,93.77%,0,0,Claydol,,0,98.22%,74,97.04%,428000,206,Claydol,,0,
419,Porygon2,,233,,1494,124,15,5,11,68.9,20.0,20.0,Poder Oculto,Hiper Raio,,"2021-11-17 09:05",15/9/2018,38.6kg,0.7m,0,0,0,2500,33.28%,2733,94.16%,0,0,Porygon2,,0,7.23%,3800,93.76%,51500,146,Porygon-z,,0,
420,Glameow,,431,♀,389,77,12,15,14,91.1,15.0,15.0,,,,"2021-11-17 00:27",4/11/2021,,,0,0,0,1900,46.74%,2182,94.83%,68400,112,Purugly,,0,99.34%,28,97.77%,496400,318,Purugly,,0,
421,Ralts,,280,♂,225,56,15,15,10,88.9,15.0,15.0,Confusão,,,"2021-11-17 00:26",4/11/2021,5.92kg,0.43m,0,0,0,1900,46.30%,2200,94.63%,7600,133,Gardevoir,,0,38.27%,2529,95.61%,81900,199,Gardevoir,,0,
422,Venonat,,48,♂,686,113,10,15,15,88.9,25.0,25.0,,,,"2021-11-17 00:21",4/11/2021,,,0,0,0,4000,69.21%,1262,95.38%,4000,53,Venomoth,,0,99.15%,36,97.42%,444000,270,Venomoth,,0,
423,Servine,,496,♂,821,100,15,15,14,97.8,20.0,20.0,Cauda de Ferro,Tornado de Folhas,,"2021-11-17 00:20",,17.49kg,0.35m,0,0,0,2500,80.51%,799,95.64%,289000,248,Servine,,0,96.85%,130,98.51%,403000,348,Serperior,,0,
424,Aggron,,306,♂,1535,105,14,15,15,97.8,18.0,18.0,Cauda do Dragão,Golpe Pesado,,"2021-11-17 00:17",,198.97kg,2.04m,0,0,0,2200,,,,,,,,,32.33%,2772,95.05%,74400,66,Aggron,,0,
425,Tyranitar,,248,♀,2164,143,13,13,15,91.1,20.0,20.0,Mordida,Gume de Pedra,,"2021-11-16 23:58",,203.85kg,2.09m,0,0,0,2500,,,,,,,,,75.58%,1001,96.84%,17000,16,Tyranitar,,0,
426,Tyranitar,,248,♂,2139,142,11,13,13,82.2,20.0,20.0,Mordida,Gume de Pedra,,"2021-11-16 23:50",16/11/2021,162.44kg,1.7m,0,0,0,2500,,,,,,,,,41.66%,2390,95.48%,17000,16,Tyranitar,,0,
427,Meloetta,Canto,648,,2000,136,10,14,15,86.7,18.0,18.0,Confusão,Choque Psíquico,,"2021-11-16 21:29",16/11/2021,12.4kg,0.79m,0,0,0,2200,,,,,,,,,97.17%,117,98.28%,23400,21,Meloetta,Canto,0,
428,Aron,,304,♂,735,91,,,,58.9,21.0,22.5,Investida,,,"2021-11-16 20:17",,59.87kg,0.41m,0,0,0,3000,41.78%,795,96.13%,42000,62,Lairon,,0,56.24%,358,97.81%,102000,218,Aggron,,0,
429,Stunky,,434,♀,361,77,,,,58.9,12.0,12.0,Mordida,,,"2021-11-16 20:16",,18.71kg,0.35m,0,0,0,1300,48.94%,367,97.32%,50900,101,Skuntank,,0,72.03%,105,98.05%,490400,330,Skuntank,,0,
430,Loudred,,294,♂,546,108,,,,81.8,15.0,15.0,Mordida,,,"2021-11-16 20:16",,35.48kg,1.04m,0,0,0,1900,75.09%,574,96.64%,38400,86,Exploud,,0,86.65%,242,97.80%,424400,318,Exploud,,0,
431,Drifloon,,425,♀,639,130,11,10,11,71.1,20.0,20.0,Feitiço,,,"2021-11-16 17:27",16/11/2021,1.24kg,0.36m,0,0,0,2500,55.36%,1829,94.59%,17000,66,Drifblim,,0,71.21%,1180,95.53%,403000,298,Drifblim,,0,
432,Chimchar,,390,♀,435,75,,,,72.6,17.0,17.0,Brasa,Ataque de Chamas,,"2021-11-16 17:24",,7.35kg,0.55m,0,0,0,2200,45.62%,964,96.18%,238800,285,Monferno,,0,41.51%,1192,96.71%,191800,319,Infernape,,0,
433,Chimchar,,390,♀,435,75,,,,72.6,17.0,17.0,,,,"2021-11-16 17:24",,...kg,2.1.m,0,0,0,2200,45.62%,964,96.18%,238800,285,Monferno,,0,41.51%,1192,96.71%,191800,319,Infernape,,0,
434,Pidgeotto,,17,♀,487,90,0,0,0,0.0,18.0,18.0,Ataque de Asa,,,"2021-11-16 17:23",,32.28kg,1.14m,0,0,0,2200,58.53%,1699,95.06%,74400,116,Pidgeot,Normal,0,0.00%,4096,77.40%,484400,306,Pidgeot,Normal,0,
435,Pidgeotto,,17,♂,123,44,14,14,14,93.3,4.0,4.0,Asa de Aço,,,"2021-11-16 17:23",16/11/2021,26.02kg,1.04m,0,0,0,400,29.21%,2900,93.64%,70900,125,Pidgeot,Normal,0,99.66%,15,98.30%,518400,348,Pidgeot,Normal,0,
436,Pidgey,,16,♀,255,68,0,0,0,0.0,18.0,18.0,Ataque Rápido,Twister,,"2021-11-16 15:09",16/11/2021,1.94kg,0.31m,0,0,0,2200,58.53%,1699,95.06%,74400,128,Pidgeot,Normal,0,0.00%,4096,77.40%,484400,318,Pidgeot,Normal,0,
437,Arcanine,,59,♂,2470,153,13,10,3,57.8,30.0,30.0,Rosnado,Ataque Selvagem,,"2021-11-16 13:01",22/12/2019,227.38kg,2.19m,0,0,0,5000,,,,,,,,,23.66%,3127,94.97%,5000,4,Arcanine,,0,
438,Seaking,,119,♂,479,75,14,15,10,86.7,8.0,8.0,Bicada,Raio Congelante,,"2021-11-16 13:00",24/8/2016,21.12kg,0.98m,0,0,0,800,50.48%,2029,94.73%,66100,67,Seaking,,0,98.93%,45,97.16%,513600,290,Seaking,,0,
439,Shelgon,,372,♀,488,69,9,10,10,64.4,9.0,9.0,Brasa,Lança-chamas,,"2021-11-16 12:55",15/11/2021,88.63kg,0.94m,0,0,0,1000,84.49%,636,96.54%,88500,86,Shelgon,,0,24.64%,3087,94.80%,61000,162,Salamence,,0,
440,Cresselia,,488,♀,1614,164,14,12,15,91.1,20.0,20.0,Confusão,Nó de Grama,,"2021-11-16 12:55",16/11/2021,55.34kg,1.12m,0,0,0,2500,,,,,,,,,18.78%,3327,94.49%,91000,80,Cresselia,,0,
441,Mismagius,,429,♂,1095,87,,,,83.6,15.0,15.0,Soco Enganador,Pulso Sombrio,,"2021-11-16 12:54",,2.97kg,0.78m,0,0,0,1900,76.92%,311,96.97%,23900,22,Mismagius,,0,51.03%,508,97.45%,217400,226,Mismagius,,0,
442,Misdreavus,,200,♂,802,87,11,14,14,86.7,15.0,15.0,Abismar,,,"2021-11-16 12:53",16/11/2021,0.67kg,0.61m,0,0,0,1900,92.43%,311,96.97%,23900,122,Mismagius,,0,87.62%,508,97.45%,217400,326,Mismagius,,0,
443,Chimchar,,390,♂,679,94,,,,50.7,28.0,28.0,Arranhão,Roda de Fogo,,"2021-11-16 12:52",,7.86kg,0.57m,0,0,0,4500,42.23%,695,96.66%,245000,223,Monferno,,0,41.99%,1230,96.67%,169000,323,Infernape,,0,
444,Scyther,,123,♀,1805,124,2,12,14,62.2,25.0,25.0,Golpe de Ar,Tesoura X,,"2021-11-16 12:15",16/11/2021,62.2kg,1.53m,0,0,0,4000,,,,,,,,,98.83%,49,98.59%,66000,108,Scizor,,0,
445,Tyranitar,,248,♀,3314,176,14,14,14,93.3,31.0,31.0,Derrubada,Gume de Pedra,,"2021-11-16 09:51",30/11/2018,265.04kg,2.2m,0,0,0,6000,,,,,,,,,,,,,,,,,
446,Dragonite,,149,♀,3646,172,14,15,12,91.1,38.0,38.0,Cauda do Dragão,Meteoro do Dragão,,"2021-11-16 09:51",30/11/2018,257.78kg,2.06m,0,0,0,9000,,,,,,,,,,,,,,,,,
447,Roselia,,315,♀,773,77,12,12,12,80.0,15.0,15.0,Golpe Envenenado,Nevasca de Pétalas,,"2021-11-16 08:36",16/11/2021,1.65kg,0.26m,0,0,0,1900,69.40%,1254,96.03%,86400,78,Roselia,,0,66.23%,1384,96.81%,101400,190,Roserade,,0,
448,Unfezant,,521,♂,2105,145,1,13,12,57.8,29.0,29.0,Asa de Aço,Ataque do Céu,,"2021-11-16 08:21",7/10/2019,27.1kg,1.08m,0,0,0,5000,,,,,,,,,94.29%,235,98.42%,131000,148,Unfezant,,0,
449,Pidove,,519,♀,619,104,8,8,8,53.3,29.0,29.0,,,,"2021-11-16 08:20",7/7/2020,,,0,0,0,5000,67.28%,1341,94.08%,410000,202,Tranquill,,0,54.24%,1875,96.39%,131000,210,Unfezant,,0,
450,Klang,,600,,1037,98,15,14,10,86.7,20.0,20.0,Trovoada de Choques,Agarramento Viciado,,"2021-11-16 08:19",10/11/2021,52.16kg,0.62m,0,0,0,2500,29.82%,2875,93.78%,0,100,Klinklang,,0,51.87%,1972,96.02%,178000,282,Klinklang,,0,
451,Klink,,599,,534,77,,,,86.7,20.0,20.0,Troca Elétrica,,,"2021-11-16 08:19",,21.48kg,0.31m,0,0,0,2500,24.97%,2875,93.78%,0,125,Klinklang,,0,47.64%,1972,96.02%,178000,307,Klinklang,,0,
452,Klink,,599,,508,78,,,,68.1,20.0,20.0,Troca Elétrica,,,"2021-11-16 08:18",,9.31kg,0.26m,0,0,0,2500,40.51%,1386,95.48%,2500,127,Klinklang,,0,43.71%,1186,96.81%,205000,343,Klinklang,,0,
453,Cranidos,,408,♂,1021,106,14,14,12,88.9,20.0,20.0,,,,"2021-11-16 08:18",12/10/2019,,,0,0,0,2500,44.00%,2294,94.32%,65000,58,Cranidos,,0,40.29%,2446,94.93%,43000,88,Rampardos,,0,
454,Gligar,,207,♀,1009,103,11,10,11,71.1,20.0,20.0,Ataque de Asa,Ás dos Ares,,"2021-11-16 08:17",17/11/2018,72.01kg,1.1m,0,0,0,2500,41.42%,2400,94.57%,70000,62,Gligar,,0,52.55%,1944,95.94%,178000,282,Gliscor,,0,
455,Bunnelby,,659,♂,228,66,13,14,13,88.9,15.0,15.0,,,,"2021-11-16 08:11",16/11/2021,,,0,0,0,1900,47.67%,2144,93.77%,266400,318,Diggersby,,0,98.97%,43,97.30%,496400,318,Diggersby,,0,
456,Sableye,,302,♂,832,90,14,14,14,93.3,20.0,20.0,Ataque Dissimulado,Jogo Sujo,,"2021-11-16 07:28",16/11/2021,8.58kg,0.46m,0,0,0,2500,65.49%,1414,94.15%,267000,248,Sableye,,0,99.54%,20,97.92%,475000,248,Sableye,,0,
457,Terrakion,,639,,2088,133,15,11,14,88.9,20.0,20.0,Cabeçada Zen,Espada Sagrada,,"2021-11-15 23:57",15/11/2021,298.09kg,1.94m,0,0,0,2500,,,,,,,,,16.12%,3436,94.23%,20500,19,Terrakion,,0,
458,Eevee,,133,♂,778,113,,,,64.1,28.0,28.0,Ataque Rápido,,,"2021-11-15 22:10",,9.82kg,0.35m,0,0,0,4500,72.69%,556,90.18%,419000,198,Eevee,,0,71.35%,347,97.95%,47000,67,Leafeon,,0,
459,Jolteon,,135,♀,1462,98,14,15,11,88.9,18.0,18.0,Trovoada de Choques,Trovão,,"2021-11-15 22:10",,20.86kg,0.76m,0,0,0,2200,15.16%,3475,92.77%,0,0,Jolteon,,0,59.10%,1676,95.86%,100400,88,Jolteon,,0,
460,Eevee,,133,♂,436,81,11,13,12,80.0,15.0,15.0,Ataque Rápido,,,"2021-11-15 22:07",4/11/2021,4.97kg,0.25m,0,0,0,1900,91.92%,332,97.14%,7600,33,Espeon,,0,68.40%,1295,96.74%,106400,119,Leafeon,,0,
461,Eevee,,133,♀,437,82,10,15,13,84.4,15.0,15.0,Ataque Rápido,,,"2021-11-15 22:07",18/3/2019,7.48kg,0.32m,0,0,0,1900,88.84%,458,96.67%,14200,39,Jolteon,,0,79.85%,826,97.19%,91400,107,Flareon,,0,
462,Eevee,,133,♀,720,107,8,15,15,84.4,25.0,25.0,,,,"2021-11-15 22:06",2/11/2021,,,0,0,0,4000,57.31%,1749,94.94%,4000,28,Umbreon,,0,95.70%,177,98.21%,34000,55,Vaporeon,,0,
463,Eevee,,133,♀,449,81,15,13,11,86.7,15.0,15.0,,,,"2021-11-15 22:06",25/10/2019,,,0,0,0,1900,70.35%,1215,95.40%,9800,35,Flareon,,0,54.63%,1859,95.92%,77400,95,Espeon,,0,
464,Eevee,,133,♂,435,81,12,11,11,75.6,15.0,15.0,,,,"2021-11-15 22:06",15/10/2019,,,0,0,0,1900,66.45%,1375,95.45%,7600,33,Espeon,,0,82.71%,709,97.11%,81900,99,Espeon,,0,
465,Eevee,,133,♂,194,54,15,0,11,57.8,7.0,7.0,,,,"2021-11-15 22:06",4/11/2021,,,0,0,0,800,41.66%,2390,94.36%,28600,59,Glaceon,,0,25.35%,3058,94.75%,105200,127,Espeon,,0,
466,Eevee,,133,♂,136,44,13,12,6,68.9,5.0,5.0,Investida,,,"2021-11-15 22:06",15/11/2021,10.06kg,0.36m,0,0,0,600,64.88%,1439,95.53%,35400,67,Leafeon,,0,46.13%,2207,95.50%,107600,131,Vaporeon,,0,
467,Scizor,,212,♂,1262,96,13,12,14,86.7,15.0,15.0,Cortador de Fúria,Cabeça de Ferro,,"2021-11-15 22:00",21/11/2018,142.26kg,2.23m,0,0,0,1900,33.46%,2726,94.21%,9800,10,Scizor,,0,40.98%,2418,95.31%,91400,82,Scizor,,0,
468,Scyther,,123,♀,2159,131,8,7,8,51.1,30.0,30.0,Golpe de Ar,Tesoura X,,"2021-11-15 21:59",13/11/2021,66.05kg,1.57m,0,0,0,5000,,,,,,,,,38.56%,2517,95.49%,130000,152,Scyther,,0,
469,Houndoom,Normal,229,♀,2163,134,13,14,3,66.7,30.0,30.0,Presas de Fogo,,,"2021-11-15 21:58",21/10/2019,36.13kg,1.4m,0,0,0,5000,,,,,,,,,26.76%,3000,95.08%,130000,152,Houndoom,Normal,0,
470,Roserade,,407,♂,2427,122,12,14,15,91.1,29.0,29.0,Folha Navalha,Raio Solar,,"2021-11-15 21:56",13/1/2020,4.48kg,0.58m,0,0,0,5000,,,,,,,,,48.23%,2121,96.15%,5000,4,Roserade,,0,
471,Liepard,,510,♂,1036,103,14,14,12,88.9,20.0,20.0,Encantar,Jogo Duro,,"2021-11-15 21:54",5/6/2020,39.83kg,1.12m,0,0,0,2500,32.06%,2783,94.24%,60500,54,Liepard,,0,99.07%,39,97.35%,475000,248,Liepard,,0,
472,Flareon,,136,♂,2582,131,10,14,15,86.7,31.0,31.0,Chama Furacão,Rajada de Fogo,,"2021-11-15 00:31",15/9/2018,27.06kg,0.95m,0,0,0,6000,,,,,,,,,,,,,,,,,
473,Flareon,,136,♂,2604,130,,,,95.6,30.5,30.5,Chama Furacão,Lança-chamas,,"2021-11-15 00:31",,23.28kg,0.91m,0,0,0,5000,,,,,,,,,,,,,,,,,
474,Flareon,,136,♂,2617,129,15,15,12,93.3,31.0,31.0,Chama Furacão,Superaquecimento,,"2021-11-15 00:31",,21.27kg,0.82m,0,0,0,6000,,,,,,,,,,,,,,,,,
475,Flareon,,136,♂,2686,131,14,14,12,88.9,33.0,33.0,Chama Furacão,Rajada de Fogo,,"2021-11-15 00:31",1/12/2018,19.24kg,0.94m,0,0,0,7000,,,,,,,,,,,,,,,,,
476,Charizard,Normal,6,♂,2608,149,15,15,13,95.6,33.5,33.5,Golpe de Ar,Superaquecimento,,"2021-11-15 00:29",,96.27kg,1.62m,0,0,0,7000,,,,,,,,,,,,,,,,,
477,Charizard,Normal,6,♂,2628,151,15,14,14,95.6,34.0,34.0,Golpe de Ar,Rajada de Fogo,,"2021-11-15 00:29",,71.81kg,1.49m,1,0,0,3500,,,,,,,,,,,,,,,,,
478,Mewtwo,Normal,150,,2289,136,9,7,14,66.7,20.0,20.0,Corte Psíquico,Psíquico,,"2021-11-15 00:28",30/9/2018,92.29kg,2.04m,0,0,0,2500,,,,,,,,,47.67%,2144,95.57%,8000,7,Mewtwo,Normal,0,
479,Hariyama,,297,♂,2338,228,14,9,10,73.3,30.0,30.0,Contra-atacar,Soco Dinâmico,,"2021-11-15 00:27",18/10/2018,242.24kg,2.21m,0,0,0,5000,,,,,,,,,28.84%,2915,94.95%,48000,48,Hariyama,,0,
480,Gyarados,Normal,130,♂,3287,179,15,15,14,97.8,38.0,38.0,Cachoeira,Jato d'Água,,"2021-11-15 00:27",25/9/2018,194.06kg,6.39m,1,0,0,4500,,,,,,,,,,,,,,,,,
481,Mewtwo,Normal,150,,2731,147,12,10,13,77.8,23.5,23.5,Confusão,Psíquico,,"2021-11-15 00:26",23/9/2018,82.02kg,1.75m,0,0,0,3500,,,,,,,,,,,,,,,,,
482,Dragonite,,149,♀,2841,154,14,12,15,91.1,26.5,26.5,Cauda do Dragão,Furacão,,"2021-11-15 00:15",2/12/2018,155.32kg,1.96m,0,0,0,4000,,,,,,,,,,,,,,,,,
483,Gardevoir,,282,♂,3005,143,15,15,15,100.0,38.0,38.0,Confusão,Clarão Deslumbrante,,"2021-11-14 23:46",29/8/2018,31.98kg,1.31m,0,0,0,9000,,,,,,,,,,,,,,,,,
484,Heracross,,214,♀,3041,159,12,15,12,86.7,40.0,40.0,Contra-atacar,Megachifre,,"2021-11-14 23:46",7/10/2018,61.12kg,1.5m,0,0,0,10000,,,,,,,,,,,,,,,,,
485,Heracross,,214,♀,2350,140,15,10,13,84.4,27.0,27.0,Contra-atacar,Corpo-a-corpo,,"2021-11-14 23:45",6/10/2018,55.56kg,1.63m,0,0,0,4500,,,,,,,,,26.06%,3029,94.88%,13500,12,Heracross,,0,
486,Heracross,,214,♀,2789,152,14,13,12,86.7,34.0,34.0,Contra-atacar,Megachifre,,"2021-11-14 23:42",30/9/2018,91.94kg,197.13m,0,0,0,7000,,,,,,,,,,,,,,,,,
487,Snorlax,,143,♂,2826,254,15,15,13,95.6,31.5,31.5,Cabeçada Zen,Ultraje,,"2021-11-14 23:38",11/10/2019,524.12kg,2.1m,0,0,0,6000,,,,,,,,,,,,,,,,,
488,Snorlax,,143,♂,2559,240,14,7,4,55.6,29.0,29.0,Lambida,Hiper Raio,,"2021-11-14 23:35",,662.3kg,2.57m,0,0,0,5000,,,,,,,,,,,,,,,,,
489,Darumaka,Normal,554,♀,609,95,14,15,12,91.1,15.0,15.0,,,,"2021-11-14 10:43",14/11/2021,,,0,0,0,1900,86.25%,564,95.69%,334400,268,Darumaka,Normal,0,35.34%,2649,95.44%,77400,120,Darmanitan,Normal,0,
490,Virizion,,640,,2129,148,13,14,14,91.1,25.0,25.0,Ataque Rápido,Espada Sagrada,,"2021-11-13 23:49",13/11/2021,171.5kg,2.01m,0,0,0,4000,,,,,,,,,26.01%,3031,94.93%,34000,30,Virizion,,0,
491,Terrakion,,639,,2564,146,10,15,10,77.8,25.0,25.0,Cabeçada Zen,Espada Sagrada,,"2021-11-13 23:09",13/11/2021,319.39kg,1.99m,0,0,0,4000,,,,,,,,,,,,,,,,,
492,Rhydon,,112,♀,1609,140,12,14,15,91.1,18.0,18.0,Esmagamento de Pedras,Surfar,,"2021-11-13 22:54",,106.37kg,1.83m,0,0,0,2200,,,,,,,,,63.00%,1516,95.89%,29900,127,Rhyperior,,0,
493,Magneton,,82,,1039,77,12,13,13,84.4,15.0,15.0,,,,"2021-11-13 22:51",12/11/2021,,,0,0,0,1900,67.67%,1325,95.45%,29400,27,Magneton,,0,68.72%,1282,96.60%,288400,268,Magneton,,0,
494,Virizion,,640,,1702,133,12,15,15,93.3,20.0,20.0,Cabeçada Zen,Espada Sagrada,,"2021-11-13 22:21",13/11/2021,86.59kg,1.6m,0,0,0,2500,,,,,,,,,37.29%,2569,95.45%,65000,58,Virizion,,0,
495,Kyogre,,382,,1734,113,12,12,15,86.7,15.0,15.0,Cachoeira,Nevasca,,"2021-11-13 16:41",9/8/2019,241.27kg,3.97m,0,0,0,1900,,,,,,,,,83.42%,680,97.14%,29400,27,Kyogre,,0,
496,Beedrill,Mega,15,♀,1201,83,15,15,13,95.6,12.5,12.5,Infestação,Furação,Ferrão Cruel,"2021-11-13 16:15",20/6/2020,,,0,0,0,0,,,,,,,,,,,,,,,,,
497,Squirtle,,7,♀,396,73,13,14,15,93.3,15.0,15.0,Bolha,,,"2021-11-13 16:10",7/11/2019,7.62kg,0.5m,0,0,0,1900,77.97%,903,95.10%,288400,293,Wartortle,,0,64.84%,1441,96.12%,288400,393,Blastoise,Normal,0,
498,Bulbasaur,,1,♂,786,95,15,12,15,93.3,25.0,25.0,Chicote de Vinha,Chicote Poderoso,,"2021-11-13 16:09",,6.32kg,0.74m,0,0,0,4000,33.55%,2722,94.37%,66000,83,Ivysaur,,0,37.34%,2567,95.51%,99000,219,Venusaur,Normal,0,
499,Charmander,,4,♂,527,75,13,11,8,71.1,20.0,20.0,,,,"2021-11-13 16:07",13/11/2018,,,0,0,0,2500,36.17%,2615,94.38%,161000,185,Charmeleon,,0,20.83%,3243,94.75%,103000,217,Charizard,Normal,0,
500,Kakuna,,14,♀,295,95,13,13,15,91.1,25.0,25.0,,,,"2021-11-13 15:56",20/6/2020,,,0,0,0,4000,22.12%,3190,93.75%,29500,76,Beedrill,Normal,0,99.29%,30,97.55%,444000,270,Beedrill,Normal,0,
501,Gengar,Normal,94,♀,1230,87,15,15,14,97.8,15.0,15.0,Soco Enganador,Bola Sombria,,"2021-11-13 15:48",11/5/2020,34.97kg,1.33m,0,0,0,1900,48.38%,2115,94.83%,12000,12,Gengar,Normal,0,60.93%,1601,96.09%,101400,90,Gengar,Normal,0,
502,Beedrill,Mega,15,♂,1585,95,15,15,13,95.6,16.5,16.5,Golpe Envenenado,Furação,,"2021-11-13 15:16",20/6/2020,40.64kg,1.31m,0,0,0,0,,,,,,,,,,,,,,,,,
503,Virizion,,640,,1684,132,12,12,13,82.2,20.0,20.0,Ataque Rápido,Espada Sagrada,,"2021-11-13 14:45",13/11/2021,255.23kg,2.19m,0,0,0,2500,,,,,,,,,47.62%,2146,95.90%,70000,62,Virizion,,0,
504,Cobalion,,638,,1688,132,13,12,12,82.2,20.0,20.0,Garra de Metal,Espada Sagrada,,"2021-11-13 14:22",13/11/2021,244.69kg,2.1m,0,0,0,2500,,,,,,,,,44.71%,2265,95.77%,70000,62,Cobalion,,0,
505,Cobalion,,638,,2114,149,12,12,15,86.7,25.0,25.0,Cabeçada Zen,Espada Sagrada,,"2021-11-13 14:02",13/11/2021,300.61kg,2.19m,0,0,0,4000,,,,,,,,,62.10%,1553,96.50%,39000,34,Cobalion,,0,
506,Cherrim,,421,♀,865,96,14,13,14,91.1,15.0,15.0,,,,"2021-11-13 13:35",13/11/2021,,,0,0,0,1900,70.38%,1214,95.93%,60400,54,Cherrim,,0,99.34%,28,97.65%,496400,268,Cherrim,,0,
507,Cottonee,,546,♀,581,98,13,13,15,91.1,30.0,30.0,,,,"2021-11-13 13:26",13/11/2021,,,0,0,0,5000,99.22%,33,96.12%,400000,182,Cottonee,,0,99.17%,35,97.85%,400000,232,Whimsicott,,0,
508,Whimsicott,,547,♀,850,85,15,14,11,88.9,15.0,15.0,,,,"2021-11-13 13:25",13/11/2021,,,0,0,0,1900,20.00%,3277,92.99%,60400,54,Whimsicott,,0,98.80%,50,97.37%,496400,268,Whimsicott,,0,
509,Chansey,,113,♀,513,257,12,15,10,82.2,15.0,15.0,Pancada,,,"2021-11-13 11:13",12/11/2021,25.23kg,0.92m,0,0,0,1900,65.40%,1418,95.60%,18900,68,Blissey,,0,45.86%,2218,95.28%,158400,200,Blissey,,0,
510,Chansey,,113,♀,271,183,,,,59.8,8.0,8.0,Cabeçada Zen,,,"2021-11-13 08:53",,34.39kg,0.93m,0,0,0,800,28.55%,2067,94.67%,36100,90,Blissey,,0,15.15%,2806,94.46%,183600,232,Blissey,,0,
511,Flareon,,136,♂,2110,113,15,4,3,48.9,26.0,26.0,,,,"2021-11-13 08:39",13/1/2020,,,0,0,0,4000,,,,,,,,,3.03%,3972,93.59%,52000,46,Flareon,,0,
512,Flygon,,330,♂,2114,141,12,12,7,68.9,29.0,29.0,,,,"2021-11-13 08:39",12/10/2019,,,0,0,0,5000,,,,,,,,,53.19%,1918,96.11%,131000,148,Flygon,,0,
513,Rhyperior,,464,♀,2112,156,15,14,11,88.9,20.0,20.0,,,,"2021-11-13 08:39",,,,0,0,0,0,,,,,,,,,48.64%,2104,95.34%,20500,19,Rhyperior,,0,
514,Tyranitar,,248,♂,2134,140,12,13,10,77.8,20.0,20.0,,,,"2021-11-13 08:38",2/12/2018,,,0,0,0,2500,,,,,,,,,20.73%,3247,94.58%,17000,16,Tyranitar,,0,
515,Metagross,,376,,2134,118,15,15,9,86.7,20.0,20.0,,,,"2021-11-13 08:38",21/10/2018,,,0,0,0,2500,,,,,,,,,14.77%,3491,94.16%,17000,16,Metagross,,0,
516,Pinsir,,127,♀,2154,119,14,12,12,84.4,26.0,26.0,,,,"2021-11-13 08:38",4/11/2018,,,0,0,0,4000,,,,,,,,,50.72%,2019,96.06%,36000,32,Pinsir,,0,
517,Vileplume,,45,♀,2172,138,15,15,8,84.4,30.5,30.5,,,,"2021-11-13 08:38",4/9/2018,,,0,0,0,5000,,,,,,,,,32.60%,2761,95.04%,135000,163,Vileplume,,0,
518,Gengar,Normal,94,♀,2204,118,13,15,15,95.6,27.0,27.0,,,,"2021-11-13 08:38",24/10/2018,,,0,0,0,4500,,,,,,,,,81.86%,744,96.96%,38000,32,Gengar,Normal,0,
